id,name,description,extended_description,url,is_category
CWE-59,Improper Link Resolution Before File Access ('Link Following'),"The product attempts to access a file based on the filename, but it does not properly prevent that filename from identifying a link or shortcut that resolves to an unintended resource.",,https://cwe.mitre.org/data/definitions/59.html,False
