id,name,description,extended_description,url,is_category
CWE-255,Credentials Management Errors,Weaknesses in this category are related to the management of credentials.,,https://cwe.mitre.org/data/definitions/255.html,True
CWE-254,7PK - Security Features,"Software security is not security software. Here we're concerned with topics like authentication, access control, confidentiality, cryptography, and privilege management.",,https://cwe.mitre.org/data/definitions/254.html,True
