id,name,description,extended_description,url,is_category
CWE-1321,Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),"The product receives input from an upstream component that specifies attributes that are to be initialized or updated in an object, but it does not properly control modifications of attributes of the object prototype.",,https://cwe.mitre.org/data/definitions/1321.html,False
