id,name,description,extended_description,url,is_category
CWE-20,Improper Input Validation,"The product receives input or data, but it does
        not validate or incorrectly validates that the input has the
        properties that are required to process the data safely and
        correctly.",,https://cwe.mitre.org/data/definitions/20.html,False
